order_id,restaurant_lat,restaurant_lon,customer_lat,customer_lon,order_hour,order_day,order_month,weather,traffic,vehicle_type,num_items,restaurant_rating,delivery_person_age,delivery_person_exp,delivery_status
4932,12.952639780033568,77.60075950527713,13.076818333601661,77.70979319511288,19,3,11,Clear,High,Car,1,3.9,25,1,2
4933,13.13846521964127,77.61838265445687,12.929952951173199,77.5678578329101,12,3,5,Rainy,High,Bike,4,1.5,24,3,2
4934,12.983455729848263,77.55132672844807,12.965027839994171,77.66198957778916,11,1,6,Rainy,High,Scooter,1,4.2,31,6,1
4935,12.996714520134786,77.47149518426944,12.930472807949217,77.66965239433108,17,3,7,Rainy,High,Car,4,1.4,46,3,2
4936,12.955494961702572,77.73305106068997,13.09616791929646,77.5400822390381,12,1,8,Foggy,High,Bike,2,2.6,46,7,2
4937,13.122864541903642,77.68200593404502,13.067494677762879,77.74044738506349,4,3,9,Rainy,High,Bike,8,2.4,23,5,2
4938,13.020686644984556,77.70166432415154,13.111358931165523,77.70956575205662,12,3,6,Rainy,High,Car,6,1.6,44,2,2
4939,13.078652376154494,77.56006051828587,12.901014967870498,77.53695839860987,12,2,11,Rainy,Medium,Car,5,1.4,39,0,2
4940,13.093542015505266,77.67824930900584,12.872073891447926,77.6525206030061,18,4,7,Windy,High,Scooter,2,2.2,26,8,1
4941,12.952554712575177,77.59561186855076,12.885815051157602,77.66534019033779,18,2,4,Windy,Low,Bike,3,3.7,38,0,0
4942,12.980108299396115,77.51032504652181,12.89830549984727,77.57944509088261,12,0,10,Windy,Medium,Bike,9,1.8,47,7,1
4943,13.10454153232188,77.48732701307216,13.00992479820244,77.70912298578229,10,4,7,Rainy,High,Car,5,4.9,41,2,2
4944,12.958976605502743,77.55351526079662,13.14127362110883,77.6570688060527,15,2,10,Rainy,High,Car,2,1.0,43,4,2
4945,13.088180540035555,77.49126563344254,12.957170624985034,77.64744640554582,22,4,1,Foggy,Low,Bike,1,3.3,28,5,0
4946,13.132297696772332,77.74948069286123,13.137552480808061,77.51625211168542,13,4,3,Foggy,Low,Scooter,5,3.2,42,5,1
4947,13.036963111920402,77.4647566970696,12.861460238496754,77.57235269340488,9,4,1,Foggy,Low,Bike,3,2.1,45,8,0
4948,13.072488186235567,77.58234307981073,13.128061660844399,77.58017674673971,1,3,11,Foggy,Medium,Scooter,5,3.4,46,3,0
4949,13.09152919361234,77.58562805671711,12.904345782191491,77.67009832897371,7,4,8,Rainy,Medium,Scooter,8,3.2,39,5,1
4950,13.103511894668992,77.5401895785745,13.123742495715804,77.63551836357726,22,3,3,Foggy,Medium,Scooter,4,3.8,30,2,0
4951,12.968516001357038,77.62140546971209,12.866868229034639,77.47575817718788,7,5,7,Clear,Medium,Bike,6,4.5,45,5,0
4952,12.865379037752799,77.49499310724546,13.13446583424851,77.54230938556617,21,4,2,Rainy,Low,Car,8,1.4,30,9,2
4953,12.970562881371022,77.68517371417617,12.910239479295658,77.59191425133847,20,3,12,Rainy,Low,Car,3,4.3,39,0,1
4954,13.052126868935227,77.5497343154743,12.940814218021949,77.6710198837571,19,4,12,Clear,Low,Bike,8,1.1,31,8,1
4955,12.985105115734237,77.62740277693959,12.997282703230887,77.6730707390239,13,0,5,Foggy,Low,Scooter,1,1.2,34,3,1
4956,13.074688945258119,77.66469177082008,12.964216264370643,77.5971629925715,23,2,3,Clear,Low,Bike,4,4.6,44,9,0
4957,12.957094728840598,77.71671263530705,13.050258390778945,77.4850797146782,13,5,10,Foggy,High,Car,6,3.8,47,7,2
4958,13.040423242331208,77.70073623093566,13.142442330175024,77.53787102101185,17,4,3,Clear,Low,Scooter,4,3.6,43,8,0
4959,12.905925941456193,77.63249270843107,13.031927947241483,77.52640771467412,14,0,5,Rainy,Low,Bike,7,3.1,45,7,2
4960,13.074810830993487,77.56651795411517,13.066445622830965,77.68430792309248,21,2,8,Foggy,High,Bike,4,4.1,32,4,2
4961,13.013708790643907,77.60096140102249,12.87640157509171,77.5039958942017,15,1,2,Foggy,Medium,Bike,6,3.9,26,6,0
4962,12.91121931656398,77.68062043801365,13.038343728721001,77.58947636671856,13,5,11,Foggy,Low,Scooter,4,2.4,26,3,1
4963,12.937573352049341,77.71326366276784,12.986154933113925,77.65121564105432,9,5,4,Rainy,High,Scooter,6,3.0,37,4,2
4964,13.07458261257455,77.48113457845301,13.11573470737589,77.73943584588501,21,4,4,Foggy,High,Bike,8,2.9,20,6,2
4965,12.994780370698455,77.56545687874792,12.96646332989293,77.74977217406733,20,1,12,Clear,High,Car,2,2.7,48,2,2
4966,12.914809432117922,77.68283497952405,13.053836243214976,77.73587664306663,1,2,11,Foggy,High,Car,5,3.7,36,0,1
4967,13.14018135711109,77.5794955287782,12.918446118477723,77.66547270357606,4,2,5,Foggy,Medium,Scooter,7,4.2,35,2,1
4968,13.064537505945067,77.54966832921988,12.927811760057258,77.67393224990663,2,4,6,Rainy,Medium,Car,5,4.8,25,4,1
4969,13.137140449761938,77.57339680904698,12.962836729276683,77.6777630292827,22,0,9,Clear,Medium,Bike,7,2.7,43,1,0
4970,12.978131513608103,77.6308534240359,12.941219061251951,77.70878146296388,6,4,5,Clear,Low,Scooter,3,3.8,35,8,0
4971,12.992530102207516,77.74994154324014,12.926163651817022,77.73553563885567,23,0,12,Clear,High,Bike,4,3.3,49,1,0
4972,13.119386564855507,77.59789772873135,12.864900611770242,77.5837118433561,11,6,10,Foggy,Low,Bike,5,1.7,32,4,0
4973,13.007514802073615,77.51254834248628,13.101023899525739,77.57495326341264,9,4,8,Windy,High,Scooter,3,2.2,28,5,1
4974,13.0621836735717,77.49885397258373,12.869290459267384,77.58813933871359,10,0,5,Windy,High,Bike,6,4.4,46,0,1
4975,12.925651863248659,77.46270492424293,13.11620965468089,77.64794515143699,16,3,3,Foggy,Medium,Car,7,4.2,24,9,1
4976,12.984017940610793,77.6176451704755,12.887639616720417,77.68263361888333,3,0,6,Rainy,Medium,Bike,6,4.4,38,1,1
4977,12.887034959743106,77.61337162744665,12.869578521118797,77.7111633172704,5,0,4,Rainy,Low,Bike,6,1.2,39,3,1
4978,12.911794010763089,77.51157017803409,13.018901429194209,77.58686322628478,6,2,5,Foggy,High,Car,5,5.0,41,8,1
4979,12.850283024580289,77.65859882193577,13.000732537772416,77.55901178785405,4,1,8,Clear,High,Scooter,6,3.2,38,5,1
4980,12.861779515494598,77.6723321124889,12.997370370649566,77.74500578441067,5,4,11,Clear,Low,Scooter,6,3.0,29,1,0
4981,13.14318514695308,77.52772946161464,13.022351298250419,77.51956628630217,16,2,11,Foggy,Medium,Car,8,3.9,21,0,1
4982,12.922706108541028,77.55322992920892,12.936116981835747,77.51660145057575,13,1,4,Clear,High,Bike,1,1.5,21,7,2
4983,13.048993212851201,77.74714150170418,13.048884782028884,77.66462223644795,10,2,7,Clear,High,Car,2,1.9,29,0,1
4984,13.101729909639884,77.56227934035522,13.000720665912155,77.5038971886808,4,5,3,Windy,High,Scooter,6,4.8,28,1,1
4985,13.01519813777097,77.67824050152683,12.950423040087198,77.56982269992383,1,2,4,Windy,Medium,Scooter,6,1.8,25,1,0
4986,12.895943350025187,77.58581762798899,13.09795020009422,77.53771604669427,13,4,8,Foggy,Medium,Bike,7,2.3,21,6,1
4987,13.06843493120085,77.68800344835829,13.068316328898014,77.50061313702709,15,5,8,Windy,Low,Car,1,2.0,27,2,0
4988,13.030075423029874,77.68070697163479,12.968083102583387,77.62391217172937,1,3,9,Windy,Medium,Bike,6,2.9,29,5,0
4989,13.069375176804213,77.65032680755957,13.104285335568662,77.56205344722639,16,2,4,Rainy,Medium,Scooter,8,4.2,18,9,1
4990,13.080923986857126,77.70643350388868,13.126077475033533,77.58867025185454,15,4,10,Foggy,Low,Scooter,3,4.4,22,0,0
4991,13.142623110305424,77.7317655484633,13.011059880125309,77.50875890144766,8,0,4,Rainy,Low,Bike,4,2.3,18,6,1
4992,13.022068984008014,77.62399499613562,12.914485735047077,77.68036004080153,19,1,5,Windy,High,Bike,1,1.3,34,2,1
4993,12.95249233380718,77.52124067216683,13.124737646964096,77.54441362503522,19,6,5,Windy,Medium,Scooter,3,1.5,31,4,0
4994,13.04453936707007,77.56958868849323,12.906843886028655,77.55281545370808,8,4,3,Clear,Low,Car,7,4.3,19,2,0
4995,12.870532212772787,77.67749171405399,12.86452696792518,77.52564618863003,4,3,1,Rainy,Low,Scooter,9,2.7,25,3,1
4996,13.119219195496477,77.64526504553716,12.948246102661939,77.58032107163571,3,6,10,Rainy,High,Bike,2,4.3,44,9,1
4997,12.885814303401459,77.50333950156957,13.068089903338311,77.58907298817161,6,4,1,Foggy,Medium,Car,6,1.1,41,3,1
4998,12.948352851365746,77.46537186234393,13.126982225906065,77.60890007489886,4,4,12,Clear,High,Bike,7,1.1,41,3,1
4999,13.094723614187837,77.65488847806262,13.041185694044332,77.74027048459459,23,0,8,Clear,Medium,Bike,2,2.3,35,8,0
5000,13.029193713499213,77.52532370720881,13.13555156409,77.72140754241371,2,1,4,Clear,Low,Car,8,1.8,48,4,0
5001,12.968090656083232,77.59990107311872,12.877711251782769,77.63281778929611,7,6,11,Windy,High,Scooter,2,3.6,33,9,1
5002,12.992030697812506,77.67402403175377,12.868226118876406,77.46167104032894,15,5,10,Windy,Medium,Bike,5,3.3,36,8,0
5003,13.106364217960655,77.6188000341969,13.031257585223099,77.63367810226302,5,1,11,Windy,Low,Bike,6,4.6,33,7,0
5004,12.952001315817968,77.47499077493354,13.139834896747827,77.47690058202923,8,3,2,Rainy,High,Scooter,1,4.2,43,4,1
5005,13.11089490544365,77.50567407103507,13.000816392686417,77.66310327155563,21,5,6,Rainy,High,Scooter,7,1.4,20,8,2
5006,12.876440329293008,77.51579845520928,12.865454567781791,77.56702329397429,19,5,9,Foggy,Low,Car,6,4.5,21,7,1
5007,13.083039531162589,77.52735927609345,12.916365596823237,77.70130894747055,17,1,5,Clear,Medium,Scooter,4,1.5,19,8,0
5008,13.10426428991642,77.61962101758515,12.923437871924731,77.73275877357953,10,0,3,Windy,Medium,Scooter,2,1.8,18,9,0
5009,12.904545295851202,77.60118973394762,12.951357138741084,77.57513310243968,18,3,4,Windy,High,Bike,6,3.0,40,5,1
5010,12.97910395971166,77.51094801150927,12.863081015075863,77.58816658864212,6,0,2,Clear,Low,Bike,9,1.4,41,5,1
5011,12.899649932399097,77.47026645303671,13.121467810149376,77.62704427430386,9,0,7,Windy,Medium,Scooter,8,1.9,27,7,0
5012,13.061981238698266,77.50142966134241,13.004669183416448,77.50913981655742,4,5,4,Windy,Medium,Car,6,2.8,42,2,1
5013,13.010604330418497,77.74531439378558,13.051279237886233,77.72819985224851,6,4,4,Rainy,Medium,Car,5,2.0,28,9,1
5014,13.040597004012497,77.59056408493744,12.870151851068503,77.57989997795042,22,4,8,Rainy,High,Bike,7,4.8,21,3,2
5015,12.908946090086863,77.71020365141064,12.866234640341094,77.50004610077481,5,4,10,Windy,High,Car,3,1.6,45,0,1
5016,12.913523758615726,77.70462574000065,13.025940331612164,77.67881955002566,17,5,5,Windy,High,Car,9,3.3,29,9,1
5017,12.862449197652971,77.60345586723886,13.116188803151262,77.51574541173319,20,6,3,Rainy,Medium,Bike,6,3.0,34,1,1
5018,12.946620260558719,77.66200631253817,13.008544600287864,77.49305878252156,14,2,12,Clear,Low,Scooter,2,2.8,38,5,1
5019,13.017923398400102,77.50782560312382,13.113345751771021,77.6188616226482,9,0,6,Clear,Low,Scooter,5,1.9,22,1,0
5020,13.107380474199198,77.65651901147807,13.093297381916573,77.65144857658748,5,1,8,Windy,Low,Bike,9,1.8,49,2,0
5021,13.050078234237604,77.531715373779,12.872756135738475,77.62086882219947,23,3,10,Foggy,High,Bike,6,2.2,19,0,2
5022,12.980618897019925,77.69961862902625,12.910587242315707,77.64695319468422,0,2,1,Foggy,Medium,Bike,9,3.4,30,8,1
5023,13.135936034318242,77.47511723993267,13.047313200746602,77.48465720369232,9,4,9,Windy,Medium,Scooter,1,3.3,38,4,0
5024,13.06577356017275,77.68194160186559,12.983050414765012,77.59280541136523,22,5,4,Clear,Low,Car,2,4.1,30,4,0
5025,13.129049560858766,77.47998107197058,12.937209944094077,77.55710559322657,14,6,5,Foggy,Medium,Scooter,9,2.2,49,9,2
5026,13.00827639198165,77.7143567710683,12.975590156814393,77.74201058487203,13,2,10,Rainy,Low,Scooter,9,3.8,22,8,2
5027,12.927671282437942,77.5412613554405,12.983559893881191,77.46488718025384,15,5,3,Foggy,High,Bike,1,4.5,26,4,1
5028,12.865848005909417,77.64631800944917,13.12316567524648,77.53948826091798,4,2,9,Rainy,Low,Car,5,4.4,37,1,0
5029,13.067825455445155,77.59625068358609,12.881037485111486,77.73255865822752,13,0,12,Foggy,High,Scooter,6,2.9,44,1,2
5030,12.88639089940166,77.55989094357871,12.933919224042285,77.7450488549553,15,0,6,Clear,Medium,Car,5,3.6,18,8,0
5031,12.94083253848159,77.64363254995504,13.011269444974815,77.69747048231814,13,5,1,Windy,Medium,Car,3,4.3,32,6,1
5032,13.009741272365169,77.73425689416537,13.059486077989177,77.47279947320493,6,1,9,Windy,High,Bike,6,1.6,32,4,1
5033,13.019324976333925,77.46238092421238,13.039191186687773,77.61840650850306,18,3,11,Windy,Medium,Car,9,4.8,40,4,0
5034,13.03017495909614,77.72565585676493,13.132492821321218,77.57003689780115,3,3,5,Rainy,High,Scooter,4,3.4,30,6,1
5035,12.89987659910491,77.6327244965063,13.088682677445842,77.69193577030862,17,4,3,Windy,Low,Car,2,2.1,22,7,0
5036,12.963921221446494,77.69219429023072,13.017123052592328,77.4665072706714,21,1,4,Foggy,High,Bike,3,3.1,26,8,2
5037,13.03515826813509,77.56516248603029,12.914404807502052,77.5091386254934,20,3,12,Clear,Low,Scooter,7,3.9,20,5,1
5038,13.140945659390136,77.59155289245129,12.985262269420671,77.5967585198668,14,6,5,Windy,Medium,Car,1,4.3,49,0,1
5039,13.068289341309907,77.71065522554035,13.058014673258343,77.49729429888436,16,2,1,Rainy,Low,Scooter,7,2.2,21,2,1
5040,13.126781127128188,77.57445439094295,13.101388652450826,77.6578145428083,0,2,10,Rainy,Low,Scooter,7,2.4,46,1,1
5041,13.078663617494254,77.61039787002473,13.137920867326716,77.69623016634193,23,3,3,Clear,Medium,Bike,6,4.3,19,7,0
5042,13.02751509066772,77.4560584769253,13.031635829841376,77.66135596808829,14,2,7,Clear,Medium,Scooter,2,4.4,33,0,0
5043,12.907607010740904,77.49757940175141,13.008075810191329,77.582085114092,15,5,9,Rainy,Low,Bike,1,3.7,39,6,1
5044,13.050005695567753,77.64250595239244,12.855307576936344,77.71351629987579,23,2,6,Clear,High,Bike,3,3.7,20,2,1
5045,13.037013869787971,77.66509307031916,12.871629720745053,77.49130583951599,21,5,4,Foggy,Low,Car,9,2.0,39,1,2
5046,13.03074075113718,77.62478028103536,12.89683149929122,77.5281015751697,10,4,4,Foggy,Medium,Bike,5,4.8,31,3,0
5047,12.996935760396472,77.49299301088269,12.866427979356889,77.5968619055757,8,2,9,Windy,High,Car,5,4.4,30,7,0
5048,13.008596981196783,77.58362162857335,12.970258971641478,77.46840157966378,16,5,1,Windy,Low,Scooter,4,4.5,19,4,0
5049,12.950332758135431,77.55652842990897,12.95106356354166,77.47870573446997,14,3,6,Rainy,Medium,Scooter,4,1.8,40,8,1
5050,13.00579380779269,77.59869840321053,13.041206247360519,77.56923301151672,7,0,4,Rainy,High,Bike,7,4.9,26,8,2
5051,12.909266771703543,77.71109871036623,13.010699532380022,77.73316588902037,17,2,3,Foggy,Medium,Car,2,2.8,33,2,1
5052,13.091552319208112,77.68275843159759,13.028791227816358,77.7225241079831,7,3,11,Clear,High,Scooter,7,3.7,29,1,2
5053,12.905733086409612,77.47519685041675,12.991593160881296,77.58979245748353,2,2,1,Windy,Low,Car,4,4.6,41,3,0
5054,12.87548988696684,77.71709275933237,12.933321144566277,77.49264756335322,21,6,5,Clear,High,Scooter,6,1.4,35,6,2
5055,12.980873807907146,77.59153014534495,13.135847594483943,77.50343229678754,22,1,4,Windy,High,Car,1,2.3,30,2,0
5056,13.047492231851818,77.6731586434658,12.875922747928042,77.56326381638274,18,5,10,Windy,Low,Bike,7,2.5,19,6,0
5057,12.981315047480063,77.4920117693793,13.131667299839592,77.51302225852604,13,4,4,Rainy,High,Scooter,3,4.1,18,3,2
5058,12.933026239585393,77.65121585771212,12.94337141405942,77.47489267831712,1,6,8,Clear,Low,Bike,9,2.2,23,0,0
5059,13.017451355167132,77.52089780528284,13.00379843361019,77.652133245056,0,0,11,Rainy,Medium,Bike,5,2.6,38,3,1
5060,12.954100700623659,77.58151426914227,12.882652696848263,77.6244345913378,4,5,11,Clear,Medium,Car,6,2.5,32,9,1
5061,13.12986030703799,77.45505886102464,12.871279320511302,77.53738902739343,16,2,2,Clear,Medium,Bike,6,4.6,31,9,0
5062,13.126793541881073,77.49548319137915,12.97886363461558,77.68368451476569,0,3,11,Windy,Low,Bike,7,1.0,28,1,0
5063,13.000711545991628,77.47762414793709,13.072509212913904,77.68278466631175,20,0,10,Clear,Low,Bike,3,1.6,35,6,0
5064,12.948365198205478,77.52192325188147,12.930809433264564,77.59730059106383,15,2,11,Windy,Low,Bike,1,4.7,36,4,0
5065,13.071139724186992,77.4800054270073,13.018704366680597,77.47895976665357,2,1,10,Windy,Low,Car,1,3.4,42,3,0
5066,12.86101388304492,77.65757300798587,12.933595102156845,77.7255408200304,9,3,4,Windy,Medium,Car,7,1.4,25,2,0
5067,12.992430701813095,77.45871197066276,12.966583918267911,77.65059815706229,18,4,11,Foggy,Low,Bike,2,2.9,41,0,0
5068,12.9508970182811,77.6353221501875,13.121933895542147,77.52411524574559,10,2,1,Windy,Medium,Scooter,7,4.7,19,3,0
5069,13.126160765530766,77.49221234924768,13.106751887648477,77.63313636411027,22,3,2,Rainy,High,Bike,8,4.0,37,6,2
5070,12.853600908181804,77.73354843715337,13.00480526302529,77.5715064487483,2,6,10,Clear,High,Bike,1,2.0,42,7,1
5071,13.015844462715505,77.72992822193295,12.921431688241624,77.64060489192079,1,2,10,Clear,Medium,Scooter,5,2.7,43,4,0
5072,13.072199074319988,77.51765093075629,12.907955173819907,77.59216126871931,2,4,3,Foggy,High,Scooter,2,3.0,25,8,1
5073,12.995505396257212,77.6343263894669,13.136226205910715,77.59564164507192,14,1,12,Foggy,Medium,Bike,3,4.1,27,5,1
5074,12.875620909048816,77.45840159584174,12.910814978953207,77.67076462757221,19,5,1,Foggy,Low,Car,5,4.1,37,4,1
5075,13.141738417008371,77.72953656291536,13.092450493273763,77.63411772381919,8,4,2,Rainy,Medium,Car,5,2.2,40,5,1
5076,13.00540312941283,77.60689619245751,12.960691062860661,77.47398580737327,14,6,7,Windy,Low,Scooter,2,3.9,25,6,1
5077,13.034255873295704,77.46296694542534,13.145697954267472,77.4696120711339,1,4,10,Foggy,High,Bike,4,4.9,25,1,2
5078,12.920982934812251,77.55274999790244,12.960446722108836,77.54150277124901,5,4,10,Foggy,Medium,Bike,7,1.3,47,7,1
5079,12.995049425532041,77.47305483855837,12.955454987473217,77.57907379896163,4,5,6,Clear,Low,Bike,6,4.3,24,7,1
5080,12.978744847587496,77.56788333181201,13.041239088663287,77.53256676775379,5,0,2,Clear,Medium,Bike,3,3.4,23,3,0
5081,12.872468752600595,77.65097790264839,13.138455041988045,77.64543795742098,4,3,1,Foggy,Medium,Bike,4,2.5,19,0,0
5082,12.88184810606424,77.59096697241243,13.14286288173893,77.50853237951769,21,2,10,Clear,Medium,Scooter,7,4.2,41,5,1
5083,13.101241755885633,77.56511665241584,13.062161843940096,77.66124232891885,11,5,9,Clear,High,Car,1,2.3,35,7,1
5084,12.921945985661976,77.48574711366214,13.076381909690907,77.68194522256668,3,1,1,Windy,Low,Scooter,8,2.3,32,7,0
5085,12.908487481449589,77.5234817137081,13.019020652791909,77.4872957922787,23,2,10,Foggy,High,Scooter,8,3.0,33,5,1
5086,13.001473435375042,77.48004298632151,13.076732721739699,77.6452418730089,22,0,5,Foggy,Low,Bike,3,2.8,36,4,0
5087,13.080624139408753,77.692249619497,13.107933896491149,77.73843079277003,13,1,9,Windy,Medium,Scooter,6,1.5,20,1,1
5088,12.868583955573696,77.49057194839541,12.995828590958507,77.507847145179,13,0,9,Foggy,High,Bike,2,1.1,30,7,2
5089,13.023042375891476,77.62861200996467,13.035958678849031,77.72279084933484,10,2,6,Foggy,Low,Scooter,8,3.5,35,9,1
5090,12.885763132852171,77.55282212407666,13.011195008569914,77.6318143847822,0,1,3,Windy,Low,Bike,8,2.3,49,1,0
5091,12.860938315247685,77.51779351539656,13.018741184058603,77.62728346019952,20,6,2,Windy,High,Car,3,3.1,26,9,1
5092,12.865823185648665,77.64184053184763,13.117014372962183,77.46557680469627,22,5,3,Foggy,Low,Bike,6,1.8,40,1,1
5093,13.100249232462533,77.58710069281308,12.95668504906167,77.67449008351592,4,2,1,Clear,Low,Bike,1,3.3,26,2,0
5094,12.885391745088418,77.57004364018538,12.912455207680187,77.59348191579441,4,3,3,Windy,Medium,Car,4,2.3,35,3,0
5095,12.863545409323688,77.62785560146767,12.986884033082088,77.66635231755055,11,0,2,Windy,Low,Bike,9,3.4,24,7,0
5096,12.981369966142873,77.597380288547,12.91242555714438,77.69275433103398,4,3,8,Rainy,Low,Bike,7,3.7,39,9,1
5097,13.103198041582608,77.54104526256548,12.999520127698606,77.60713891201169,20,6,10,Clear,High,Car,4,1.0,48,3,1
5098,12.92872251294679,77.61771838632957,13.121052431607119,77.5290932939835,12,6,7,Foggy,Low,Bike,3,2.7,46,6,1
5099,12.976513785257774,77.65084957296521,13.035230056144744,77.49247174741785,10,3,1,Rainy,Medium,Scooter,8,3.9,49,3,1
5100,12.861976759769124,77.45800794757606,13.106629855990924,77.49815093837972,20,2,1,Rainy,High,Bike,8,4.0,36,2,2
5101,12.984723554240462,77.5897615186723,12.899857275884653,77.71008039618374,0,6,5,Rainy,High,Scooter,6,2.5,36,1,2
5102,13.02328392419114,77.46730498537507,13.120262077761152,77.48707342868911,11,2,4,Clear,Low,Car,7,4.3,32,2,0
5103,13.021272116125644,77.50592162422043,13.030536149322135,77.56540822191397,5,4,8,Windy,High,Scooter,2,3.6,32,6,1
5104,12.94972800765231,77.6181526202234,12.859527936622143,77.55028239388672,10,4,8,Foggy,High,Car,3,5.0,25,8,1
5105,12.94465995419894,77.70985667457967,13.039935686585512,77.70963670002169,11,1,3,Clear,High,Bike,4,3.1,31,9,1
5106,12.88198708568098,77.71484170375655,13.135419086878276,77.5933080502083,5,2,5,Rainy,Medium,Bike,6,2.5,33,4,1
5107,12.96003949619388,77.4709832030416,12.873750100142608,77.74893392520444,23,0,7,Clear,Medium,Car,2,4.7,46,8,0
5108,12.879848400661889,77.57573152588601,13.024736839140871,77.67111642389095,4,2,8,Foggy,Low,Scooter,3,2.6,41,7,0
5109,13.079978783413615,77.62490194490137,13.124643580860914,77.70527707262129,17,2,3,Clear,Medium,Scooter,8,3.6,33,4,0
5110,13.139882289324456,77.4941209713651,12.852908550500311,77.479601679808,15,5,8,Rainy,Low,Scooter,3,4.3,35,2,1
5111,13.141022337000013,77.67962966502343,13.039273877939747,77.52593067657948,12,3,10,Rainy,High,Scooter,8,2.8,46,7,2
5112,13.109521329812619,77.67327057753117,12.99247068754929,77.49063385867156,6,3,9,Windy,Medium,Bike,7,2.8,34,8,0
5113,13.030237644801886,77.72100230411203,12.954096795594584,77.58908659172018,13,6,3,Clear,Medium,Scooter,9,2.2,19,4,2
5114,13.060259709173165,77.45254580362504,13.038260946983613,77.66548624644858,0,4,12,Foggy,Medium,Car,6,4.8,27,7,1
5115,12.935561740804124,77.5150052731967,12.865810628376225,77.5007190704609,20,5,2,Windy,Medium,Scooter,5,4.8,31,4,0
5116,13.039231126051787,77.6981560142736,13.07591891388622,77.48905056337092,20,1,2,Windy,High,Car,2,2.9,38,9,1
5117,12.986694864831962,77.65117401524809,12.851343843075911,77.63438262463413,11,1,5,Foggy,High,Car,1,2.3,46,5,1
5118,12.99460520193308,77.71831695610955,12.942080723137705,77.51909382612902,2,2,12,Foggy,Medium,Bike,4,1.5,25,3,0
5119,13.077332968112547,77.46715389635908,13.001187591305403,77.59379752152613,17,5,10,Clear,High,Car,7,2.9,37,1,1
5120,12.934575506679176,77.62908918971493,12.963106675169966,77.46533531831832,10,0,12,Rainy,High,Scooter,3,4.6,23,3,1
5121,12.945411883508356,77.62071397246811,12.942242780561674,77.65418384362025,19,3,1,Windy,High,Scooter,5,4.5,21,8,1
5122,13.127392537338592,77.46070232490817,13.099250543640428,77.61239491449261,6,0,6,Windy,Low,Bike,8,1.5,41,0,0
5123,12.86686728845529,77.60405662307375,13.130449772281573,77.64422686968759,9,5,7,Clear,Medium,Scooter,2,2.9,28,2,0
5124,12.995690289524003,77.63285609339297,13.112113805471767,77.53262191401792,18,3,12,Rainy,Low,Car,9,4.3,37,5,1
5125,13.123840240122359,77.50738795226063,13.006729393915,77.53358089260846,12,5,5,Clear,Low,Scooter,5,4.3,32,6,0
5126,13.033108902345447,77.5319988749374,13.115249252558046,77.69040815992723,13,5,11,Rainy,High,Car,5,4.7,36,7,2
5127,13.01392212226364,77.64210420388932,13.126258469554463,77.66556869389545,14,2,8,Foggy,Low,Scooter,3,1.8,34,9,1
5128,12.924923253768807,77.59049028428,12.97277151911424,77.62391859535958,5,1,6,Clear,High,Scooter,2,2.7,37,2,1
5129,12.952982646719335,77.7074040972705,12.935033757851633,77.63844304273462,6,5,1,Foggy,High,Scooter,9,4.8,41,1,2
5130,13.105614524741409,77.55271452980276,12.879479561743995,77.47821325385033,12,2,9,Clear,Low,Car,4,2.1,22,9,1
5131,13.017765439530537,77.52999789751647,12.993727576314768,77.70685139133538,15,3,12,Foggy,Medium,Car,5,2.3,44,2,1
5132,13.004422658127034,77.74545978210345,13.133889076131533,77.6809721099035,14,5,5,Rainy,Medium,Bike,3,1.9,40,2,2
5133,12.879873914062008,77.72334073103903,13.018272258421112,77.62714746014703,17,1,5,Rainy,High,Car,6,3.2,31,5,2
5134,12.854808446936536,77.45869782349969,13.050268630535852,77.72557853933027,2,0,1,Rainy,Low,Car,5,3.1,39,3,0
5135,13.139105556606115,77.68121858459197,12.883865145547555,77.50059137230983,15,0,5,Windy,Medium,Scooter,3,4.3,40,4,0
5136,12.963095850186052,77.48310043214757,12.893055899242677,77.65599721581025,0,4,3,Rainy,Low,Scooter,1,2.7,28,0,0
5137,13.030963918629851,77.45824555844881,12.989341978587902,77.73889453329565,23,6,10,Clear,Low,Bike,3,2.0,40,1,0
5138,12.873914521956186,77.53210865478991,13.135379439695118,77.54300268937098,0,0,3,Rainy,Low,Bike,3,4.3,25,9,1
5139,13.054934285716914,77.53080376371834,12.958235392477459,77.45458769422025,18,4,11,Windy,High,Bike,5,3.6,42,0,1
5140,13.129770012611788,77.69579562870409,13.11324521239526,77.67046024009075,5,1,10,Foggy,High,Scooter,9,1.6,29,5,2
5141,13.022699575899226,77.66320017378285,12.886086578027713,77.45209409733684,10,2,8,Windy,High,Bike,4,3.3,30,7,0
5142,12.887834596712622,77.74448282819961,13.035105162080113,77.71176009475465,23,5,9,Windy,Medium,Scooter,2,2.8,36,6,0
5143,13.024516458242044,77.66345387009355,13.030183893073156,77.46689037563107,6,5,6,Foggy,Low,Scooter,1,4.4,42,9,0
5144,13.079904163931396,77.57547666597682,13.10796242502108,77.64582941896157,2,6,3,Clear,High,Bike,7,3.4,18,9,1
5145,12.971924960972206,77.65967829828357,12.85099501132147,77.56315524332695,5,2,8,Clear,Low,Car,9,4.2,21,2,1
5146,13.113951324382441,77.74983772015592,12.906979500159272,77.51100219611502,0,5,3,Rainy,Low,Bike,6,2.9,22,1,1
